datetime,symbol,open,high,low,close,volume
2025-08-28 20:30:00+00:00,NASDAQ:TSLA,343.46,345.01,343.46,344.8,273103.0
2025-08-28 21:00:00+00:00,NASDAQ:TSLA,344.78,345.2,344.32,344.98,205890.0
2025-08-28 21:30:00+00:00,NASDAQ:TSLA,345.04,345.2,343.68,344.26,215230.0
2025-08-28 22:00:00+00:00,NASDAQ:TSLA,344.24,346.5,344.2,346.42,367004.0
2025-08-28 22:30:00+00:00,NASDAQ:TSLA,346.46,346.86,345.8,345.8,436649.0
2025-08-28 23:00:00+00:00,NASDAQ:TSLA,345.77,345.88,345.51,345.64,19696.0
2025-08-28 23:30:00+00:00,NASDAQ:TSLA,345.62,345.84,345.51,345.7,8459.0
2025-08-29 00:00:00+00:00,NASDAQ:TSLA,345.66,345.84,345.42,345.42,9270.0
2025-08-29 00:30:00+00:00,NASDAQ:TSLA,345.42,345.47,344.93,345.18,7499.0
2025-08-29 01:00:00+00:00,NASDAQ:TSLA,345.17,345.69,345.11,345.29,6877.0
2025-08-29 01:30:00+00:00,NASDAQ:TSLA,345.22,345.3,345.02,345.12,3906.0
2025-08-29 02:00:00+00:00,NASDAQ:TSLA,345.12,345.48,345.0,345.43,10482.0
2025-08-29 02:30:00+00:00,NASDAQ:TSLA,345.43,345.9,345.4,345.71,7945.0
2025-08-29 11:00:00+00:00,NASDAQ:TSLA,344.84,345.37,343.12,343.69,22360.0
2025-08-29 11:30:00+00:00,NASDAQ:TSLA,343.61,344.0,342.55,342.69,14564.0
2025-08-29 12:00:00+00:00,NASDAQ:TSLA,342.65,342.96,342.2,342.85,14518.0
2025-08-29 12:30:00+00:00,NASDAQ:TSLA,342.85,343.21,342.7,343.02,7461.0
2025-08-29 13:00:00+00:00,NASDAQ:TSLA,343.0,343.3,342.75,342.9,6227.0
2025-08-29 13:30:00+00:00,NASDAQ:TSLA,342.88,343.19,342.71,342.96,8018.0
2025-08-29 14:00:00+00:00,NASDAQ:TSLA,343.02,344.68,342.88,344.25,33796.0
2025-08-29 14:30:00+00:00,NASDAQ:TSLA,344.27,344.42,343.83,344.39,13572.0
2025-08-29 15:00:00+00:00,NASDAQ:TSLA,344.27,344.84,344.0,344.2,19589.0
2025-08-29 15:30:00+00:00,NASDAQ:TSLA,344.3,346.62,344.28,345.62,61296.0
2025-08-29 16:00:00+00:00,NASDAQ:TSLA,345.6,347.55,345.24,347.21,30979.0
2025-08-29 16:30:00+00:00,NASDAQ:TSLA,347.21,348.72,343.15,343.44,928170.0
2025-08-29 17:00:00+00:00,NASDAQ:TSLA,343.51,344.5,337.48,339.7,1163627.0
2025-08-29 17:30:00+00:00,NASDAQ:TSLA,339.67,340.16,337.7,338.18,528958.0
2025-08-29 18:00:00+00:00,NASDAQ:TSLA,338.09,339.67,338.03,338.93,367767.0
2025-08-29 18:30:00+00:00,NASDAQ:TSLA,338.93,339.09,334.78,335.7,837463.0
2025-08-29 19:00:00+00:00,NASDAQ:TSLA,335.65,336.93,335.31,335.87,443441.0
2025-08-29 19:30:00+00:00,NASDAQ:TSLA,335.9,336.59,335.3,335.58,338969.0
2025-08-29 20:00:00+00:00,NASDAQ:TSLA,335.56,335.56,332.67,333.74,586072.0
2025-08-29 20:30:00+00:00,NASDAQ:TSLA,333.73,334.4,333.35,333.56,322612.0
2025-08-29 21:00:00+00:00,NASDAQ:TSLA,333.55,333.99,332.46,332.68,346420.0
2025-08-29 21:30:00+00:00,NASDAQ:TSLA,332.7,333.04,331.71,332.5,412147.0
2025-08-29 22:00:00+00:00,NASDAQ:TSLA,332.48,332.77,331.88,332.13,434771.0
2025-08-29 22:30:00+00:00,NASDAQ:TSLA,332.14,334.48,332.12,333.86,689503.0
2025-08-29 23:00:00+00:00,NASDAQ:TSLA,334.0,334.0,333.2,333.47,28479.0
2025-08-29 23:30:00+00:00,NASDAQ:TSLA,333.46,333.58,333.22,333.42,10394.0
2025-08-30 00:00:00+00:00,NASDAQ:TSLA,333.43,333.51,333.24,333.49,8051.0
2025-08-30 00:30:00+00:00,NASDAQ:TSLA,333.48,333.84,333.26,333.62,12328.0
2025-08-30 01:00:00+00:00,NASDAQ:TSLA,333.61,333.61,333.38,333.5,6981.0
2025-08-30 01:30:00+00:00,NASDAQ:TSLA,333.5,333.87,333.3,333.86,8303.0
2025-08-30 02:00:00+00:00,NASDAQ:TSLA,333.85,333.9,333.55,333.64,4400.0
2025-08-30 02:30:00+00:00,NASDAQ:TSLA,333.64,333.95,333.55,333.88,7014.0
2025-09-02 11:00:00+00:00,NASDAQ:TSLA,332.0,333.9,331.5,332.25,55780.0
2025-09-02 11:30:00+00:00,NASDAQ:TSLA,332.19,332.32,331.63,331.77,10123.0
2025-09-02 12:00:00+00:00,NASDAQ:TSLA,331.77,332.91,331.34,332.56,9666.0
2025-09-02 12:30:00+00:00,NASDAQ:TSLA,332.55,332.78,331.9,331.93,6492.0
2025-09-02 13:00:00+00:00,NASDAQ:TSLA,331.93,332.2,331.15,331.27,7698.0
2025-09-02 13:30:00+00:00,NASDAQ:TSLA,331.27,331.62,330.5,330.74,15240.0
2025-09-02 14:00:00+00:00,NASDAQ:TSLA,330.81,331.5,329.64,330.05,53304.0
2025-09-02 14:30:00+00:00,NASDAQ:TSLA,330.04,330.07,328.29,328.45,46695.0
2025-09-02 15:00:00+00:00,NASDAQ:TSLA,328.42,328.71,327.23,327.96,74322.0
2025-09-02 15:30:00+00:00,NASDAQ:TSLA,327.93,328.0,325.33,327.55,111476.0
2025-09-02 16:00:00+00:00,NASDAQ:TSLA,327.56,328.2,326.78,328.2,50605.0
2025-09-02 16:30:00+00:00,NASDAQ:TSLA,328.24,332.77,325.59,332.06,883133.0
2025-09-02 17:00:00+00:00,NASDAQ:TSLA,332.02,333.32,330.42,332.77,435213.0
2025-09-02 17:30:00+00:00,NASDAQ:TSLA,332.76,332.79,330.3,330.76,307387.0
2025-09-02 18:00:00+00:00,NASDAQ:TSLA,330.74,331.31,327.9,328.42,410691.0
2025-09-02 18:30:00+00:00,NASDAQ:TSLA,328.35,328.48,327.04,328.47,319334.0
2025-09-02 19:00:00+00:00,NASDAQ:TSLA,328.43,329.86,328.43,329.24,251871.0
2025-09-02 19:30:00+00:00,NASDAQ:TSLA,329.24,329.7,328.45,329.52,159064.0
2025-09-02 20:00:00+00:00,NASDAQ:TSLA,329.46,330.36,328.76,329.81,212223.0
2025-09-02 20:30:00+00:00,NASDAQ:TSLA,329.85,330.63,328.65,328.8,196003.0
2025-09-02 21:00:00+00:00,NASDAQ:TSLA,328.74,329.29,327.95,328.19,146924.0
2025-09-02 21:30:00+00:00,NASDAQ:TSLA,328.2,329.37,327.88,328.59,183789.0
2025-09-02 22:00:00+00:00,NASDAQ:TSLA,328.52,329.48,328.43,329.3,225062.0
2025-09-02 22:30:00+00:00,NASDAQ:TSLA,329.27,329.87,328.94,329.34,335406.0
2025-09-02 23:00:00+00:00,NASDAQ:TSLA,329.39,330.53,329.2,330.07,37687.0
2025-09-02 23:30:00+00:00,NASDAQ:TSLA,330.11,330.85,329.94,330.82,17652.0
2025-09-03 00:00:00+00:00,NASDAQ:TSLA,330.73,331.24,330.67,330.9,7534.0
2025-09-03 00:30:00+00:00,NASDAQ:TSLA,330.84,331.16,330.6,330.89,6532.0
2025-09-03 01:00:00+00:00,NASDAQ:TSLA,330.84,331.1,330.8,331.02,11720.0
2025-09-03 01:30:00+00:00,NASDAQ:TSLA,331.05,331.27,331.0,331.09,12134.0
2025-09-03 02:00:00+00:00,NASDAQ:TSLA,331.09,331.2,330.93,331.13,11483.0
2025-09-03 02:30:00+00:00,NASDAQ:TSLA,331.23,331.34,331.01,331.34,7226.0
2025-09-03 11:00:00+00:00,NASDAQ:TSLA,330.5,334.17,330.5,334.0,39504.0
2025-09-03 11:30:00+00:00,NASDAQ:TSLA,334.01,335.09,333.5,335.05,33384.0
2025-09-03 12:00:00+00:00,NASDAQ:TSLA,335.09,335.2,334.23,334.7,15159.0
2025-09-03 12:30:00+00:00,NASDAQ:TSLA,334.75,334.76,334.24,334.49,12801.0
2025-09-03 13:00:00+00:00,NASDAQ:TSLA,334.43,334.77,334.13,334.65,9442.0
2025-09-03 13:30:00+00:00,NASDAQ:TSLA,334.65,334.83,334.23,334.49,13491.0
2025-09-03 14:00:00+00:00,NASDAQ:TSLA,334.45,335.83,334.22,334.55,40388.0
2025-09-03 14:30:00+00:00,NASDAQ:TSLA,334.55,335.1,334.11,334.37,25157.0
2025-09-03 15:00:00+00:00,NASDAQ:TSLA,334.46,335.56,334.3,335.31,23599.0
2025-09-03 15:30:00+00:00,NASDAQ:TSLA,335.33,335.35,334.63,334.63,25143.0
2025-09-03 16:00:00+00:00,NASDAQ:TSLA,334.62,336.0,334.57,335.19,42020.0
2025-09-03 16:30:00+00:00,NASDAQ:TSLA,335.12,335.15,328.51,330.92,989126.0
2025-09-03 17:00:00+00:00,NASDAQ:TSLA,330.92,337.31,330.69,336.06,903240.0
2025-09-03 17:30:00+00:00,NASDAQ:TSLA,336.05,341.48,336.02,341.27,1089351.0
2025-09-03 18:00:00+00:00,NASDAQ:TSLA,341.28,342.52,340.06,340.15,817957.0
2025-09-03 18:30:00+00:00,NASDAQ:TSLA,340.14,342.15,339.33,341.53,490016.0
2025-09-03 19:00:00+00:00,NASDAQ:TSLA,341.5,343.33,340.74,341.715,451034.0
2025-09-03 19:30:00+00:00,NASDAQ:TSLA,341.75,342.11,340.52,341.25,285647.0
2025-09-03 20:00:00+00:00,NASDAQ:TSLA,341.27,342.56,341.2,341.76,301986.0
2025-09-03 20:30:00+00:00,NASDAQ:TSLA,341.74,342.01,339.21,339.28,332763.0
2025-09-03 21:00:00+00:00,NASDAQ:TSLA,339.28,339.4,336.39,336.83,394390.0
2025-09-03 21:30:00+00:00,NASDAQ:TSLA,336.8,336.8,334.72,335.02,464486.0
2025-09-03 22:00:00+00:00,NASDAQ:TSLA,335.0,335.96,334.63,335.63,385723.0
2025-09-03 22:30:00+00:00,NASDAQ:TSLA,335.63,337.13,334.01,334.05,644206.0
2025-09-03 23:00:00+00:00,NASDAQ:TSLA,334.23,334.46,332.06,333.83,63534.0
2025-09-03 23:30:00+00:00,NASDAQ:TSLA,333.85,334.49,333.85,334.26,20306.0
2025-09-04 00:00:00+00:00,NASDAQ:TSLA,334.3,334.49,334.0,334.49,7144.0
2025-09-04 00:30:00+00:00,NASDAQ:TSLA,334.5,334.72,334.41,334.68,8224.0
2025-09-04 01:00:00+00:00,NASDAQ:TSLA,334.67,334.69,334.3,334.6,7902.0
2025-09-04 01:30:00+00:00,NASDAQ:TSLA,334.53,334.6,334.37,334.48,5041.0
2025-09-04 02:00:00+00:00,NASDAQ:TSLA,334.52,334.99,334.51,334.99,10493.0
2025-09-04 02:30:00+00:00,NASDAQ:TSLA,334.99,335.0,334.6,334.98,11059.0
2025-09-04 11:00:00+00:00,NASDAQ:TSLA,338.11,339.65,336.34,339.08,25434.0
2025-09-04 11:30:00+00:00,NASDAQ:TSLA,339.05,339.05,338.2,338.45,8418.0
2025-09-04 12:00:00+00:00,NASDAQ:TSLA,338.45,338.84,338.19,338.58,3903.0
2025-09-04 12:30:00+00:00,NASDAQ:TSLA,338.66,339.03,338.46,338.68,8049.0
2025-09-04 13:00:00+00:00,NASDAQ:TSLA,338.67,339.2,338.41,338.76,8637.0
2025-09-04 13:30:00+00:00,NASDAQ:TSLA,338.86,339.14,338.57,338.57,6028.0
2025-09-04 14:00:00+00:00,NASDAQ:TSLA,338.56,338.8,337.78,337.83,29381.0
2025-09-04 14:30:00+00:00,NASDAQ:TSLA,337.82,338.17,337.43,337.94,23311.0
2025-09-04 15:00:00+00:00,NASDAQ:TSLA,337.92,338.19,337.3,337.54,25207.0
2025-09-04 15:30:00+00:00,NASDAQ:TSLA,337.4,337.83,336.58,337.6,30681.0
2025-09-04 16:00:00+00:00,NASDAQ:TSLA,337.56,337.76,336.05,336.07,34149.0
2025-09-04 16:30:00+00:00,NASDAQ:TSLA,336.16,337.63,333.0,334.45,905952.0
2025-09-04 17:00:00+00:00,NASDAQ:TSLA,334.55,334.75,331.49,333.73,750071.0
2025-09-04 17:30:00+00:00,NASDAQ:TSLA,333.73,334.96,332.4,333.05,426258.0
2025-09-04 18:00:00+00:00,NASDAQ:TSLA,333.05,334.95,332.63,334.8,400484.0
2025-09-04 18:30:00+00:00,NASDAQ:TSLA,334.82,336.08,334.32,334.43,346973.0
2025-09-04 19:00:00+00:00,NASDAQ:TSLA,334.42,334.67,332.87,333.2,254189.0
2025-09-04 19:30:00+00:00,NASDAQ:TSLA,333.17,334.38,333.06,333.58,270831.0
2025-09-04 20:00:00+00:00,NASDAQ:TSLA,333.6,335.11,333.5,335.04,225756.0
2025-09-04 20:30:00+00:00,NASDAQ:TSLA,335.12,335.59,334.77,334.84,220637.0
2025-09-04 21:00:00+00:00,NASDAQ:TSLA,334.86,336.33,334.86,335.4,232502.0
2025-09-04 21:30:00+00:00,NASDAQ:TSLA,335.41,336.62,335.41,336.33,203439.0
2025-09-04 22:00:00+00:00,NASDAQ:TSLA,336.39,337.72,336.02,336.88,352848.0
2025-09-04 22:30:00+00:00,NASDAQ:TSLA,336.86,338.88,336.74,338.63,483448.0
2025-09-04 23:00:00+00:00,NASDAQ:TSLA,338.5,339.3,338.41,338.86,50982.0
2025-09-04 23:30:00+00:00,NASDAQ:TSLA,338.8,339.05,338.59,338.65,19775.0
2025-09-05 00:00:00+00:00,NASDAQ:TSLA,338.65,338.67,338.18,338.25,10746.0
2025-09-05 00:30:00+00:00,NASDAQ:TSLA,338.31,338.4,338.12,338.26,8894.0
2025-09-05 01:00:00+00:00,NASDAQ:TSLA,338.29,338.6,338.25,338.6,5781.0
2025-09-05 01:30:00+00:00,NASDAQ:TSLA,338.6,339.3,338.6,339.27,10056.0
2025-09-05 02:00:00+00:00,NASDAQ:TSLA,339.25,339.3,339.06,339.3,5914.0
